509
"1",897.957,1057.784,1075.989
"2",902.765,1045.659,1068.146
"3",903.523,1060.096,1058.556
"4",904.428,1051.833,1058.203
"5",910.665,1072.881,1075
"6",914.123,1068.803,1058.751
"7",915.313,1046.903,1056.605
"8",917.077,1053.058,1057.767
"9",920.935,1056.357,1057.631
"10",921.351,1069.541,1058.217
"11",926.559,1061.444,1057.625
"12",927.251,1076.569,1075
"13",927.864,1041.667,1043.178
"14",928.159,1066.253,1057.996
"15",928.437,1018.843,1052.026
"16",929.72,1071.537,1058.827
"17",930.307,1020.88,1049.32
"18",930.492,1020.188,1049.32
"19",932.632,1017.767,1017.082
"20",932.688,1023.421,1045.059
"21",932.861,1012.535,1053.029
"22",934.1,981.419,1093.712
"23",934.913,1010.495,1016.946
"24",934.987,1045.501,1039.031
"25",935.485,1001.41,1075.612
"26",937.027,1007.336,1061.977
"27",937.143,1003.508,1070.991
"28",937.782,1026.177,1040.373
"29",937.982,1010.685,1016.921
"30",938.373,1010.557,1008.95
"31",938.914,1005.886,1017.006
"32",940.528,1034.741,1037.142
"33",941.189,997.265,1039.024
"34",941.379,1006.012,1016.891
"35",941.478,997.065,1017.012
"36",941.56,999.456,1050.936
"37",942.469,998.356,1016.905
"38",942.554,996.365,1017.02
"39",942.687,996.417,1016.877
"40",942.709,1029.774,1034.144
"41",943.045,996.237,1008.78
"42",943.198,991.901,1016.915
"43",943.227,1034.772,1032.615
"44",943.432,1050.946,1035.525
"45",943.471,1002.873,1016.892
"46",943.616,1003.238,1008.98
"47",943.926,1027.348,1016.812
"48",943.941,1031.341,1032.353
"49",944.021,999.667,1016.926
"50",944.285,990.956,1016.873
"51",944.526,990.998,1018.341
"52",944.684,988.261,1059.78
"53",945.141,989.992,1008.75
"54",945.193,937.618,1064.408
"55",945.417,1033.366,1024.502
"56",945.546,998.295,1008.663
"57",945.581,997.231,1008.753
"58",946.716,982.325,1068.186
"59",948.032,978.463,1064.869
"60",948.309,979.442,1008.467
"61",948.593,1039.58,1034.985
"62",950.553,974.046,1008.394
"63",951.11,966.281,1058.856
"64",951.902,1092.895,1061.616
"65",951.933,1036.488,1017.793
"66",952.919,937.252,1026.756
"67",953.039,965.476,1029.459
"68",953.411,920.024,1080.627
"69",953.965,943.135,1031.194
"70",954.132,952.455,1032
"71",954.395,937.888,1008.474
"72",954.785,961.85,1008.376
"73",954.96,961.734,999.38
"74",955.08,918.694,1081.192
"75",955.148,952.611,1008.285
"76",955.317,1002.707,1008.637
"77",955.599,934.29,1008.44
"78",955.73,949.512,1008.188
"79",956.111,956.128,1037.441
"80",956.17,953.646,1008.265
"81",956.291,1039.875,1016.899
"82",956.513,956.648,1008.343
"83",956.796,928.98,1026.86
"84",957.031,955.733,1008.341
"85",957.045,955.993,999.37
"86",957.167,1044.426,1031.941
"87",957.189,1052.775,1029.49
"88",957.758,1106.952,1064.137
"89",959.481,986.711,1008.473
"90",960.183,923.39,1008.79
"91",960.473,1022.54,1016.827
"92",960.488,1031.885,1016.665
"93",960.501,1022.246,1008.95
"94",961.658,911.577,1073
"95",962.002,912.263,1071.124
"96",962.412,1026.922,1016.829
"97",962.977,920.976,1028.406
"98",963.868,1023.916,1009.525
"99",964.074,1048.047,1028.034
"100",964.778,1006.753,1008.659
"101",964.988,1036.62,1016.434
"102",965.151,1055.827,1026.201
"103",965.162,1029.43,1010.926
"104",967.097,1009.644,1008.602
"105",967.251,912.161,1065.491
"106",967.523,1047.369,1017.016
"107",967.731,998.429,1008.495
"108",968.127,1014.128,1008.609
"109",969.04,1025.3,1009.659
"110",969.226,912.904,1061.919
"111",969.562,971.812,1008.364
"112",969.65,999.321,999.401
"113",969.74,1001.346,999.908
"114",969.825,971.719,999.36
"115",969.837,1035.791,1016.719
"116",970.287,995.688,1008.434
"117",970.345,1030.176,1011.556
"118",970.549,1112.798,1062.462
"119",970.661,1052.755,1024.858
"120",971.052,996.513,1006.932
"121",971.639,1058.74,1023.256
"122",972.142,1027.695,1010.91
"123",972.618,1010.907,1008.312
"124",973,1038.132,1016.725
"125",973.123,1034.874,1013.785
"126",973.717,1023.335,1005.527
"127",973.986,994.574,1008.417
"128",974.373,912.435,1055.004
"129",975.037,1030.921,1012.54
"130",975.124,1047.293,1016.848
"131",975.421,992.245,1008.525
"132",975.631,999.203,999.608
"133",975.851,996.374,1006.458
"134",975.854,984.017,1008.465
"135",976.295,964.303,1008.206
"136",976.406,1041.988,1016.809
"137",976.454,964.662,999.264
"138",976.568,1055.712,1022.036
"139",976.593,988.103,1008.607
"140",976.951,981.917,1008.37
"141",977.298,993.782,999.519
"142",977.518,1034.879,1014.584
"143",977.545,992.593,1006.476
"144",977.606,1012.571,1008.024
"145",977.838,985.81,1007.201
"146",978.31,981.944,1007.759
"147",978.58,1117.381,1064.373
"148",978.695,1005.133,999.618
"149",978.922,1019.97,1004.056
"150",978.951,988.308,1005.209
"151",979.241,978.969,999.338
"152",979.767,986.676,999.694
"153",980.535,1108.585,1057.102
"154",980.562,1038.842,1016.956
"155",980.707,1016.497,1007.77
"156",981.401,1013.032,1007.747
"157",981.913,949.108,1008.538
"158",982.144,934.69,1008.702
"159",982.222,917.84,1044.031
"160",982.228,1014.917,1007.685
"161",982.269,927.893,1008.746
"162",982.708,922.936,1022.551
"163",982.903,1054.297,1019.706
"164",982.928,935.672,1008.035
"165",983.053,1025.47,1002.872
"166",983.585,1050.497,1016.961
"167",983.726,1020.186,1002.834
"168",983.913,943.204,1004.636
"169",984.452,991.365,999.431
"170",985.011,916.436,1042.279
"171",985.063,957.469,999.595
"172",985.851,951.326,1001.925
"173",986.546,1043.093,1016.983
"174",987.761,1097.228,1044.706
"175",987.913,927.666,1008.854
"176",988.323,1054.212,1017.283
"177",988.378,934.076,1008.615
"178",988.493,1020.083,1002.655
"179",988.752,933.522,1008.582
"180",989.527,1027.485,1002.75
"181",989.622,908.244,1037.933
"182",990.814,1018.911,1002.53
"183",990.978,991.987,999.599
"184",991.022,1012.993,1002.413
"185",991.101,1008.352,1001.357
"186",991.217,942.96,1004.876
"187",991.519,951.091,1002.022
"188",991.66,1002.594,999.789
"189",992.102,969.933,999.291
"190",993.153,1046.907,1017.005
"191",995.713,1009.379,1001.423
"192",996.038,1012.744,1002.423
"193",996.257,1004.337,1000.15
"194",996.266,1051.971,1017.087
"195",996.34,1055.278,1017.045
"196",996.848,985.652,999.615
"197",996.958,1030.915,1002.844
"198",997.079,1061.785,1016.768
"199",997.955,1011.186,1002.527
"200",998.081,1024.283,1002.751
"201",998.442,1113.745,1086.597
"202",1000.698,991.714,999.661
"203",1000.977,1011.188,999.647
"204",1001.163,922.175,1007.923
"205",1001.344,1001.977,1000.04
"206",1001.571,1014.492,1002.788
"207",1001.88,1091.297,1033.51
"208",1001.992,1057.783,1016.502
"209",1003.239,1007.412,999.92
"210",1004.074,1018.682,1002.767
"211",1004.139,1017.069,1002.88
"212",1004.854,1009.945,999.712
"213",1006.335,1016.993,998.244
"214",1006.412,1012.098,999.407
"215",1006.561,1031.715,1002.625
"216",1011.385,1026.554,1002.72
"217",1012.087,1022.156,996.1
"218",1012.815,1026.501,1002.855
"219",1014.024,1018.859,996.087
"220",1014.32,1117.939,1094.617
"221",1014.868,882.924,1046.538
"222",1016.158,1025.709,993.643
"223",1016.628,1081.375,1020.754
"224",1020.092,1023.672,993.505
"225",1020.154,886.954,1033.592
"226",1024.189,1097.9,1049.174
"227",1027.614,886.918,1019.148
"228",1030.096,892.23,1003.999
"229",1030.241,1036.102,988.79
"230",1031.359,1032.637,988.797
"231",1031.662,1075.476,1010.292
"232",1036.033,891.164,991.392
"233",1038.858,938.333,970.066
"234",1041.777,1102.212,1081
"235",1041.965,1040.254,984.855
"236",1042.213,1044.988,983.689
"237",1042.792,894.934,975.775
"238",1043.728,983.703,961.688
"239",1043.746,991.448,963.8
"240",1044.433,1000.489,966.734
"241",1044.752,1004.803,968.3
"242",1045.013,1011.229,970.35
"243",1045.341,1016.075,971.433
"244",1046.039,1049.558,982.447
"245",1046.205,1019.723,973.1
"246",1046.523,1068.894,997.736
"247",1047.285,1024.193,974.52
"248",1048.424,991.559,963.857
"249",1048.662,1029.689,975.82
"250",1048.829,1000.433,966.74
"251",1049.067,1004.735,968.313
"252",1049.444,1011.194,970.366
"253",1049.699,1053.987,981.611
"254",1049.924,988.227,962.406
"255",1049.971,1045.406,982.115
"256",1050.076,1015.148,971.648
"257",1050.119,1019.602,973.133
"258",1050.138,1000.575,966.158
"259",1050.191,982.92,961.192
"260",1050.377,1033.414,977.26
"261",1050.543,967.611,959.742
"262",1050.876,960.793,959.499
"263",1051.101,1024.106,974.52
"264",1051.11,980.484,960.427
"265",1051.607,1015.544,971.075
"266",1052.214,1054.247,981.383
"267",1052.224,1085.554,1047.058
"268",1052.328,1046.347,981.567
"269",1052.639,980.031,959.932
"270",1052.923,1064.995,994.178
"271",1053.258,1025.42,974.821
"272",1054.066,1041.498,979.871
"273",1054.207,1045.529,981.128
"274",1054.605,1043.754,980.549
"275",1054.655,1031.701,977.277
"276",1054.767,981.894,959.297
"277",1056.147,956.195,959
"278",1056.16,960.019,959.248
"279",1056.163,1055.816,987.093
"280",1057.043,968.79,959.74
"281",1057.899,988.175,957.156
"282",1058.166,978.288,959.65
"283",1059.022,1039.48,979.913
"284",1060.804,968.097,959
"285",1061.169,1041.461,980.101
"286",1061.414,1068.078,1011.67
"287",1061.811,1054.682,988.16
"288",1061.854,1044.672,980.926
"289",1062.165,1053.751,986.504
"290",1062.524,998.13,955.75
"291",1063.546,988.874,955.695
"292",1063.934,994.729,954.18
"293",1064.201,1050.775,981.213
"294",1066.05,1047.737,980.933
"295",1066.524,984.437,959.548
"296",1067.173,1052.106,985.699
"297",1069.835,1051.443,981.223
"298",1069.902,1003.094,952.995
"299",1070.046,1052.873,981.662
"300",1072.579,1001.437,950.927
"301",1074.167,996.254,951.499
"302",1076.001,1052.302,977.89
"303",1077.225,994.299,949.423
"304",1079.091,1048.921,975.526
"305",1080.329,1007.312,949.874
"306",1081.471,1070.724,1019.775
"307",1081.85,1005.212,947.98
"308",1081.878,1048.603,974.609
"309",1084.56,1044.549,971.054
"310",1085.029,1001.993,947.758
"311",1085.212,1000.807,947.035
"312",1085.475,1040.376,966.946
"313",1088.387,1007.731,946.193
"314",1088.778,1037.263,963.802
"315",1090.797,1010.095,946.544
"316",1090.871,1004.189,946.18
"317",1092.065,1033.414,960.655
"318",1093.848,1003.417,944.732
"319",1098.169,1028.653,954.56
"320",1099.44,1051.022,998.836
"321",1099.737,1018.659,949.206
"322",1100.127,1007.539,943.638
"323",1100.915,1011.132,943.04
"324",1101.295,1016.195,946.028
"325",1102.235,1046.814,991.103
"326",1103.115,1019.602,953.166
"327",1103.426,1022.95,953.271
"328",1104.236,1013.02,942.803
"329",1106.647,1013.816,950.372
"330",1108.705,1012.383,941.507
"331",1109.2,1008.324,941.55
"332",1112.36,1064.156,996.24
"333",1112.372,1035.606,983.804
"334",1113.369,1006.012,940.25
"335",1113.393,1014.344,949.661
"336",1120.325,1014.164,940.333
"337",1121.044,1015.869,948.682
"338",1121.897,1008.259,938.989
"339",1122.101,1009.615,940.401
"340",1123.666,1081.741,989.779
"341",1123.796,1071.2,985.315
"342",1124.163,1051.135,981.32
"343",1125.293,1092.529,994.784
"344",1125.951,1085.543,991.204
"345",1127.818,1095.288,991
"346",1128.293,1093.752,989.098
"347",1128.975,1067.569,973.942
"348",1129.248,1012.57,940.099
"349",1130.11,1007.665,940.323
"350",1130.216,1013.95,944.352
"351",1133.673,1044.954,966.128
"352",1133.802,1094.293,981.901
"353",1134.011,1005.251,939.65
"354",1134.391,1015.208,954
"355",1134.485,1003.288,938.786
"356",1135.583,1013.196,954
"357",1135.688,1058.337,963.962
"358",1135.788,1010.738,943.992
"359",1136.189,1009.065,939.681
"360",1139.288,1053.497,958.769
"361",1139.363,1064.236,937.916
"362",1139.911,1001.869,939.974
"363",1140.198,1007.425,939.01
"364",1140.233,1063.631,937.3
"365",1140.532,1063.704,932.4
"366",1141.109,1058.993,937.795
"367",1141.656,1011.716,948
"368",1142.003,1008.75,942.989
"369",1142.003,1068.849,937.888
"370",1142.088,1043.091,955.536
"371",1142.14,1009.844,948
"372",1142.897,1068.213,937.2
"373",1143,1068.021,932.28
"374",1143.053,1061,937.285
"375",1143.067,1000.196,939.208
"376",1143.667,1007.519,938.18
"377",1144.116,998.751,938.872
"378",1144.474,1057.712,932.35
"379",1144.661,1000,939.308
"380",1144.675,997.282,937
"381",1144.705,1059.803,932.359
"382",1145.274,998.639,939.267
"383",1145.985,1050.492,950.161
"384",1146.013,999.828,938.925
"385",1146.15,1035.888,949.569
"386",1146.466,1008.786,937.274
"387",1146.466,1052.238,933.2
